SERIAL NUMBER,VIOLATION STATUS,VIOLATION CODE,VIOLATION DESCRIPTION,POINTS
DA6100703,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6100703,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6100703,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6100752,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6100752,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6100752,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6100752,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6100931,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6100931,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101335,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101403,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101403,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6101403,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6101403,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101403,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6101403,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6101403,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101403,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6101403,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101403,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6101403,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101403,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101403,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6101499,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101499,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6101499,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101500,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101500,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101500,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101500,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101500,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6101500,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101500,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101563,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6101563,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101563,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6101563,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101563,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101563,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6101563,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101563,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101570,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6101570,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101570,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101570,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101570,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101570,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101570,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6101590,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101590,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101590,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101590,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6101590,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6101590,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6101590,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101590,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101590,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6101638,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6101638,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6101638,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101638,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101638,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6101638,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6101638,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6101638,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101638,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6101638,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101638,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101683,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101687,OUT OF COMPLIANCE,F109,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,4.00
DA6101687,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6101687,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6101687,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101687,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6101687,OUT OF COMPLIANCE,F105,"PROPER EATING, DRINKING, OR TOBACCO USE",2.00
DA6101687,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101687,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6101687,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6101687,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101687,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6101687,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101687,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101687,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101696,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101711,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101711,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101811,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,2.00
DA6101811,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101811,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6101811,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101811,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101811,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6101811,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6101811,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6101811,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101811,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101814,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101814,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,4.00
DA6101814,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101814,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101814,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101882,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101882,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6101882,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6101882,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6101882,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101937,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6101937,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6101937,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6101937,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6101937,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6101937,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6101943,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101943,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101943,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101943,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101956,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6101956,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6101956,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6101956,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6101956,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101956,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6101956,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6101956,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6101956,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101956,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6101956,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6101956,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6101961,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101961,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6101961,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6101961,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6101961,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6101987,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6101987,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6101987,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6102042,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6102042,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102042,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102061,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102061,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102061,OUT OF COMPLIANCE,F120,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,2.00
DA6102061,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6102061,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102061,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102063,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102063,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6102063,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102063,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6102063,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102063,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102076,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6102076,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6102076,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6102076,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6102076,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6102076,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102076,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6102365,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6102365,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6102365,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102365,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102365,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102366,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102366,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6102366,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6102394,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6102394,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6102394,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102394,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102394,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102403,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102404,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6102404,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102404,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6102404,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102404,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102442,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102460,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102460,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6102490,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102490,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102490,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6102490,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102490,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6102490,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6102490,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102490,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102530,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102530,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102530,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6102530,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6102530,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102530,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102530,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6102551,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102551,OUT OF COMPLIANCE,F129,WASHING FRUITS AND VEGETABLES,1.00
DA6102551,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6102585,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6102585,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102585,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6102585,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102585,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102615,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6102615,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102615,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6102615,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6102615,OUT OF COMPLIANCE,F149,PLAN REVIEW,1.00
DA6102615,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6102615,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6102615,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6102615,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102615,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6102615,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102615,OUT OF COMPLIANCE,F106,HANDS CLEAN AND PROPERLY WASHED; PROPER GLOVE USE,4.00
DA6102615,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,4.00
DA6102615,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6102640,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6102640,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6102640,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6102640,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6102640,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6102640,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6102640,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6102676,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6102676,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6102676,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6102676,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6102676,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6102676,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6102678,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
